species,bio1_mean_temp,bio12_precip,bio4_temp_seasonality,bio15_precip_seasonality,bio5_max_temp,bio6_min_temp,ndvi_mean,alan_nightlight,elevation,raw_edge_density,raw_entropy,raw_luminance,raw_contrast,raw_saturation
Sympistis atricollaris,17.733965520689654,687.3827586206896,771.5192428965516,38.34556039310345,34.59,-0.2372413793103448,0.46648274306896553,2.4987842983448276,525.3793103448276,0.32322622766007986,7.56306367033445,114.49838247943686,54.586272989843685,66.88903377852549
Sympistis augustus,15.236848954166668,338.3177083333333,832.0248820833334,62.363751281249996,34.635937500000004,-4.1453125,0.194316401875,5.71226819640625,1117.2604166666667,0.32983309539355316,7.038097258308354,116.7564000068806,54.435504038834324,100.86959250643544
Sympistis badistriga,4.627639554973822,836.130890052356,1158.9946356020941,35.66022690575917,25.646073298429318,-18.116753926701573,0.4826596992146597,2.0361077481675394,298.434554973822,0.2787860688786094,6.819068356498603,129.3311797694028,51.88307241561644,98.18052321286709
Sympistis barnesii,4.792147484615385,878.5384615384615,712.0300923076923,46.46893111538462,23.515384615384615,-8.65,0.46538461038461537,1.0700083307692307,1576.5384615384614,0.3188354594276476,7.514754265890776,142.48751291657953,53.26383016255971,52.30883031732902
Sympistis californiae,7.801535505263158,895.5263157894736,668.4454694736842,65.62285210526316,27.289473684210527,-5.415789473684211,0.5117763015789474,0.036047392631578946,1300.1052631578948,0.32978788928770914,6.639451949705628,109.25324225605738,53.59055576282324,102.50554660078429
Sympistis chionanthi,6.5934436080882355,933.5661764705883,1037.3873702573528,21.36801391875,26.48419117647059,-13.358455882352942,0.5263446672058824,3.2039036223161763,332.6985294117647,0.3232231214257915,7.167972171125425,123.50498712020777,51.31123768057958,60.75511500038089
Sympistis chons,6.821527783333334,405.8809523809524,880.5189228571428,38.6558609047619,26.973809523809525,-9.980952380952381,0.4092142852380952,0.15587179761904763,924.1428571428571,0.32115475183855974,7.328161202693879,126.92889022705235,44.44442505556229,66.47473190230434
Sympistis cibalis,4.084523771428572,394.25,1055.6317589285713,51.8062125,24.914285714285715,-16.342857142857145,0.36056249964285714,0.6615799857142858,834.1785714285714,0.3261613362684663,7.299243571868189,133.047751181253,43.26545136421988,59.42359462933932
Sympistis ciliata,12.406854903225806,201.80645161290323,777.4910680645161,52.81762687096774,33.07096774193548,-4.609677419354839,0.19350806709677418,0.0788894870967742,1573.4516129032259,0.3422867136116406,6.949831502224911,137.87051087099377,56.64770966111218,85.15347854570913
Sympistis corusca,9.850181669565218,728.5652173913044,671.3263860869565,69.76271065217391,29.27391304347826,-3.8652173913043475,0.44573912173913044,0.08337213391304349,1356.2173913043478,0.30934781213741325,7.406770077092232,91.80399493960404,55.67346639306263,93.47134968370436
Sympistis dentata,2.953240724526749,973.9629629629629,1146.1723639506172,26.872993949382717,23.45761316872428,-19.408230452674896,0.5157263511522634,0.42960709572016464,265.119341563786,0.2906850119847271,6.846992484077618,111.94837828070077,41.12418825210541,69.51950580216742
